userId,gender,sport,duration,calories,distance,avg_heart_rate,avg_alti,change_alti,max_alti,min_alti,avg_speed
3537163,male,bike,1437,346.162,10.52,147.582,329.0136,185.2,393,284.4,26.526144246
4264913,male,run,4983,1013,18.89,150.342,201.2444,388.4,324.8,168.6,13.839959513
1598505,male,run,4219,1019.05,14.85,147.378,499.166,201.4,508.4,489.4,12.639919256
3537163,male,bike,5430,1230.59,42.73,136.202,442.7964,859.2,604.8,374,28.366709524
10841339,male,run,2594,698,9.94,173.07,179.3384,284.4,192.4,165.8,13.726840536
5979382,male,run,5817,1170,22.06,144.862,2.678,207.4,17.6,-5.6,13.916468942
791908,male,bike,3134,567,24.4,122.092,75.2412,227.2,93.2,47,28.746358961
3559941,male,run,2801,597,9.91,156.006,3.0332,193.800000000,35,-13.4,12.726559195
6692748,male,bike,2093,487,14.08,156.774,62.9988,322.6,95.8,44,24.858140091
14176671,male,bike,2064,333.094,12.41,123.77,73.6568,50,81.6,69,21.504666649
5242117,male,run,3001,687,9.13,160.818,54.8604,164.4,77.2,42,10.944315486
6286628,male,bike,4452,445,27.61,108.11,52.964,224.2,66,47.8,22.551013065
2486861,male,bike,6845,1268,48.1,154.732,665.472,1954.4,1103.2,302.8,26.454654347
890789,male,bike,2661,412,17.5,130.69,10.9612,154.6,47.8,-2,23.075889396
3085942,male,run,4305,1085,15.08,154.79,674.0576,244.2,687,623.8,12.587925119
5298016,male,run,2995,801,9.08,156.672,238.9884,423,316.8,214.8,10.922417873
9275291,female,run,3853,556,10.04,156.756,-0.6692,598.000000000,35.4,-16.2,9.430779722
4774109,male,bike,8384,1472,67.48,149.886,-2.562,836.000000000,11.6,-14,30.311586193
1820027,male,run,4306,1130.16,12.94,153.446,113.8032,513,159.8,36.4,10.818767459
6692748,male,bike,2378,536,14.14,156.252,84.5028,137.8,102.4,47.6,21.768368834
3021311,male,run,4379,1094,14.45,153.788,65.492,192.4,122.2,50.8,11.889412303
15481421,male,run,1084,238,2.57,146.264,702.594,183.4,715.8,627.4,8.517378377
8221442,male,bike,4221,851.744,27.19,129.932,36.1476,593.7,84.6,4.2,23.580140210
6692748,male,bike,2083,548,13.69,159.764,199.6304,299,230.4,181.6,24.232404069
12830822,male,run,2701,314,6.68,135.782,7.1608,280.200000000,33.4,-6,8.853172041
7228559,male,run,2328,685.608,5.95,169.874,147.272,535.4,220.2,80.2,9.072302297
12087190,male,run,4283,1198.19,13.18,149.388,143.7892,133.4,152.8,102.2,11.138876765
2594030,female,run,4682,737.696,11.9,147.208,150.2872,286.7,166.6,127.4,8.847743447
12080152,male,run,3028,476,7.61,128.996,132.9016,309.6,144.4,121.2,9.133671903
6946869,male,run,6086,1423,21.93,159.654,17.4016,1043,65.2,-0.8,13.177473930
3324472,male,run,3640,880,15.06,157.138,467.6092,339.6,470.8,463.4,14.907010847
4774109,male,bike,3455,768,30.97,152.46,-9.9664,366.2,9.2,-20.6,32.403811178
4399772,male,bike,6712,881,53.85,129.272,851.2256,810.800000000,980.6,720.8,28.941439157
2149070,male,run,12315,1770,21.33,148.58,16.2484,599.6,52.8,-21.6,6.222155093
8632256,male,run,5175,1084,14.97,156.192,23.1376,492.200000000,33.6,9.8,10.523638526
65547,male,bike,2385,382,19.27,138.58,8.0872,117.4,24.6,-9,28.945366721
3714939,male,bike,1717,254,15.39,117.066,-28.4416,98.200000000,8.8,-50.2,31.772948513
10779611,male,run,5159,1177,16.05,137.498,171.2584,583.2,189.8,12.4,11.313364121
6342136,male,run,11984,2576,42.28,178.352,41.3932,489.8,58.2,17,12.741836988
2237368,male,run,2806,859,10,175.258,12.7448,208.400000000,39.6,-4.6,12.867175134
6113340,male,run,2636,837,9.63,168.062,179.2748,83.400000000,197.4,163.8,13.189236915
2369854,male,run,2260,448,5.13,145.804,263.5532,167.8,292.2,249.8,8.331683267
13577416,male,bike,1451,341,9.4,145.462,8.198,119.4,40.6,-13.2,23.336981017
3709276,male,run,2880,1064.4,10.48,192.922,9.222,250.200000000,18.2,2.8,13.103627304
797841,male,mountain bike,3524,284,14.67,104.134,48.4012,343.4,85.4,6.8,15.516824436
11675398,male,bike,2529,697.955,17.81,153.982,10.3066,531.100000000,29.5,0.5,26.466297897
797841,male,bike,2933,268,14.88,112.522,21.5792,331.2,49.2,-29.2,18.879658585
12537176,male,run,3615,810,11.73,150.712,299.4076,218.8,312.4,285.4,11.720162004
1023513,male,run,3003,687,7.07,145.322,16.0412,639.4,59.4,-4,8.475724632
764981,male,bike,1315,277.513,8.68,157.62,96.6064,58.8,115.8,83,25.718390148
13165320,male,run,4405,1085,17.59,147.53,170.5036,984,225.4,141.2,14.503625013
212295,male,run,5929,1486,20.22,175.11,43.0308,738.2,73.2,1.6,12.106525157
7743096,male,run,2962,704,7.36,169.702,3.968,197,127,0,8.982093338
1956196,male,run,3739,721,9.23,123.662,343.4056,418.8,397.8,264,8.836530020
13577416,male,bike,1458,332.667,9.72,141.308,463.4612,120.6,489.2,443.6,26.539157883
9656255,male,bike,10645,1191,80.99,136.868,57.0328,371.6,79.4,39.4,27.439005360
217473,male,bike,3770,443,28.08,116.816,40.7636,535.2,92.2,-1.4,26.585518173
2734298,male,mountain bike,7670,3761,50.72,142.262,61.318408,986.720000000,96.614,3.437,23.248176604
4362441,male,run,2390,550,8.77,170.182,296.668,154.6,327.2,274.6,13.667771482
13693003,male,run,5017,1141,16.01,140.976,14.0816,214.2,33.2,-1,11.453215361
3365457,male,run,8654,1794,21.34,136.226,16.5124,1147.4,100,-17.6,8.944812259
15481421,male,run,803,251,2.93,166.762,685.4788,112.2,706.6,677.6,13.129369449
1609501,male,bike,3418,820,27.66,158.582,55.0604,604,89,24,30.423254459
1520156,male,run,5046,852,16.08,146.126,29.7868,259.2,36.8,22.8,11.492039863
1593645,male,bike,3413,589,25.07,132.856,265.7668,394,290.4,250.4,26.686949925
432096,female,run,4519,570,12.51,146.496,29.232,292.2,56,9.2,9.986353540
1593645,male,bike,5187,960,41.16,131.242,268.61,790.6,302.4,245.4,28.593529342
1675394,male,run,3308,485,8.2,127.452,198.7956,255.4,206.8,190.2,8.770688482
4203888,female,bike,3715,643,33.75,136.796,21.5128,178.600000000,45.8,6.2,32.675604888
1086745,male,run,4294,1134,13.87,149.768,36.556,167.2,52.8,20.8,11.601691085
3672721,male,bike,2017,296,9.84,138.202,26.276,305.000000000,146.4,-8.2,22.089813763
5607830,male,run,2820,520,7.55,137.166,32.6576,83,35.6,30.6,10.120464297
2600099,male,bike,2423,482.632,17.19,124.1,17.2452,165.4,40.6,1.8,25.521564344
745030,male,run,2382,546,8.45,147.612,17.5372,187.4,30.4,12.2,12.969195868
3808,male,run,4989,908,14.07,143.2,-74.7676,307.200000000,-67.4,-82.8,10.511074949
6961546,male,run,4377,521,11.12,136.008,115.5164,284.6,143.6,67.6,9.208770671
10927933,male,bike,8693,2437,62.12,149.748,283.868,1084,342,255,25.766534567
9345869,male,run,4246,766,11.11,128.854,19.0152,243.8,50.8,6.8,9.539995480
797841,male,bike,4608,498,25.97,119.936,15.672,571.4,60,-40.6,21.158833038
2071522,male,bike,3614,755,25.12,143.178,20.3744,654.000000000,63.6,-11.8,24.323129387
331586,male,run,5995,961,17.53,145.06,141.82,187.8,149.4,132,10.536820248
6670535,female,run,3351,599,10.06,157.346,121.6056,399,138.8,105,10.772301273
4362441,male,run,3310,885.381,10.95,149.498,261.4716,147.4,271.8,246,12.039120619
6493363,male,mountain bike,1480,238.626,9.84,114.63,171.2912,191,191,155.6,23.450325236
8747440,male,run,4246,1077,14.65,156.252,8.118,159.6,17.4,-22,12.558153685
556109,male,run,5043,966,14.8,147.736,130.4068,390,148.8,99.4,10.571447585
3060590,male,run,9266,2132,29.75,162.478,114.3316,667.000000000,138.8,56.8,11.557287339
6873187,male,run,4010,702,9.97,140.902,22.2124,148.8,36.2,9.2,8.904700319
1708694,male,bike,6577,909,50.54,151.168,23.9988,392.600000000,43.4,14.8,27.704962397
4164701,female,run,2703,306,6.86,130.954,16.5128,172.6,37.6,-3,9.159206376
860533,male,run,3004,539,8.47,141.142,1314.8632,259.000000000,1359.4,1279.4,10.082032595
6692748,male,bike,2095,427,12.1,137.884,6.6744,182.6,22.4,-6.2,20.994305799
1458980,female,run,5978,1284.37,14.99,174.814,133.0316,785.200000000,152.6,108.8,9.033377704
2435099,male,bike,2489,513,19.87,159.192,5.584,420.8,32.2,-17.4,29.041312423
13619220,male,run,2877,778,7.04,149.554,-4.9832,136.8,5.4,-9,8.813999911
11675398,male,bike,2229,613.255,17.34,153.644,10.4158,509.000000000,28.8,0.7,28.803193035
171814,male,mountain bike,5944,1118.34,23.95,126.262,290.904,1121.8,393,134.8,17.023642063
2145516,male,bike,2052,165,9.89,100.534,326.8468,157.200000000,341.4,317.8,16.975895660
2119401,male,bike,7985,1750.07,51.36,130.018,4.2076,873.000000000,73,-27.8,23.357530359
3714939,male,bike,1644,302,15.07,135.518,-28.0972,74.600000000,0,-49.4,32.840700415
368603,female,run,4383,557.92,11.64,127.956,150.390472,1802.470000000,193.843,120.783,9.543012675
7313790,male,mountain bike,2145,422.824,12.88,131.198,7.0572,113.000000000,36.2,-5,21.747931351
745030,male,run,1184,294,4.17,167.988,24.5592,115.2,36,15.4,12.726753078
80118,male,run,3758,369,6.36,102.206,300.2312,174.4,320.2,288.4,6.111272366
4774109,male,bike,9224,1432,68.09,143.194,16.3688,1010.6,82.6,-1.8,27.022489218
4146688,male,run,590,107.949,1.76,125.704,25.7216,53.200000000,34.2,6.6,10.871000421
2071522,male,run,2991,656,10.77,156.544,27.5236,781.600000000,55.6,2.2,13.094527046
538524,male,bike,2060,291,14.45,130.486,155.9712,308.8,213.2,109.2,26.533188466
2159610,male,bike,8245,879,57.78,125.098,14.284,666.800000000,40.4,-6.4,25.264454983
2435099,male,bike,2478,490,19.56,153.876,162.0412,345.2,175.6,146.8,28.555723029
12635957,male,run,1860,271,3.63,141.504,305.2288,247.8,329.6,280.2,7.031124324
5278840,male,bike,2525,297,13.85,138.406,-0.36800002,184.199972,2.79999,-11.4,19.082699525
3089500,male,bike,3769,711.344,25.96,127.838,115.688,65,121,113,24.846990434
6946869,male,run,3628,740,11.96,143.532,49.9356,853.600000000,103,-11.2,11.916134082
983950,male,run,7468,2032,28.81,158.856,27.2436,445.4,36.8,20.2,13.927784373
797841,male,bike,1994,230,10.9,116.374,67.9276,207.8,93.4,16.4,20.468861328
13859471,male,bike,1681,381,10.18,138.906,8.8968,357.8,57.4,-9.6,21.186652021
1682336,male,run,4182,570,10.01,128.698,30.1344,133.2,49.2,14.4,8.561584215
5106976,male,run,3167,550,9.63,172.346,162.9264,180.6,178.8,145.2,11.004227766
10503628,male,bike,3174,580,11.31,152.354,456.8372,341.6,495.6,423.2,13.202686308
1035156,male,run,6407,1612,17.98,166.91,1.3716,497.400000000,46,-103.6,10.412477733
9622636,male,run,3616,645,9.99,150.294,219.6456,236.8,238.2,206,9.931748652
860533,male,run,10143,1802,28.48,148.732,1407.536,1138.8,1553.3,1297.6,10.035894649
6692748,male,bike,2104,462,13.71,144.562,3.1436,281.800000000,29.6,-14.6,24.287532517
12202944,male,run,687,103,2.14,150.34,0.016,133.2,93.2,-2,11.062024576
12635957,male,run,2672,661,6.22,153.506,307.8688,300.200000000,334,291.8,8.380310802
8467445,male,bike,3795,800.705,32.06,129.546,4.8484,240.4,12,-3,30.585078593
6601602,male,run,4291,679,11.19,134.64,106.6532,91.6,169.2,77.6,9.374407119
11675398,male,bike,2544,678.53,17.56,151.972,10.4838,498.6,29.1,1.7,26.404288774
65547,male,bike,11316,1378,99.47,143.76,73.4568,977.2,103.4,41.8,31.904647585
8662931,male,run,1055,228,3.2,156.542,35.8952,15.2,38.6,33.8,10.916150534
6286628,male,bike,6872,468,31.57,100.852,14.6068,249.6,27.4,7.2,15.991593545
7313790,male,run,2581,655.37,8.94,157.366,19.2096,174.8,55.6,4.6,12.835370554
7382493,male,run,6057,1299,17.98,145.538,575.2672,840.6,769.4,419.6,10.654984009
3714939,male,bike,1707,310,15.05,129.924,-30.2676,88.200000000,0.2,-53,31.875069310
2145516,male,bike,1950,187,10.38,115.204,32.6964,241.4,45.4,19.6,18.417920885
8662931,male,run,2859,670,9.93,159.342,91.1472,113,114,77.4,12.495846856
8747440,male,run,4075,992,12.36,155.444,52.3184,252.8,89.8,23.6,11.235986292
11782156,unknown,bike,8641,1178,55.65,141.404,6.2432,461.800000000,26.4,-5.8,26.463482413
797841,male,bike,1623,231,9.83,126.624,93.068,229.2,118.2,36,23.042001847
11925846,male,bike,9738,1811,57.29,148.99,464.65,471.8,505.4,442.6,22.335067898
221371,male,run,1166,313.877,4.86,157.93,25.2104,161.6,32.8,15.2,14.995733174
7654809,male,run,2480,515,7.15,135.558,41.217404,54.105,51.207,35.205,10.374930838
3537163,male,bike,2873,640.859,24.09,139.226,523.0736,455,688.8,413.4,32.180042680
4006330,male,run,6325,1406.04,20.86,139.26,8.4064,232.800000000,12.4,0.4,12.048322912
12254822,male,bike,3247,469,23.93,142.26,-3.2044,509.600000000,1.4,-8.8,27.271526909
367324,male,bike,3132,427,25.5,129.962,36.0484,295,56.8,15.4,30.198854817
1520156,male,run,5388,986,17.08,150.994,115.0692,98.200000000,119.4,110.8,11.384943275
12175120,male,run,2990,644,10.1,151.91,42.6456,460.8,79.6,11.6,12.191839741
7516129,male,run,3540,576.238,12.16,122,15.0832,187.6,46.4,-2,12.463865257
368603,female,run,2698,488,7.44,134.762,160.454502,417.688000000,174.617,146.738,9.904475767
2333172,male,bike,2980,627.7,20.67,135.05,430.438024,475,556,354,24.855191809
6176971,male,bike,4289,637,39.09,139.616,1.254,276.000000000,14.6,-6.6,32.935668830
3021311,male,run,13893,3279,41.39,155.692,54.4568,532.000000000,88.2,34.4,10.703598292
2661450,male,run,2672,662.156,6.71,146.642,117.359142,260.762,135,102,9.268942012
538524,male,bike,2075,344,14.56,134.058,249.7252,255.2,305.8,205,26.604379454
8662931,male,run,957,188,2.84,136.688,120.144,33.4,124,113.2,11.060028834
1023513,male,run,3002,749,7.75,156.246,11.1528,758.6,56.4,-27.8,9.288282815
791908,male,run,3084,839,10.33,137.562,15.4104,136.4,23.8,2,12.015952929
3089500,male,bike,1729,430.768,15.11,151.292,110.54,164,134,99,31.468129482
9481945,female,run,3030,280,6.01,144.618,252.7428,376.4,276.2,220,7.058764927
4457345,male,run,2913,651,7.47,148.406,15.3448,143.2,30.4,-12.6,9.793017662
6966117,male,bike,3119,377,19.66,116.488,16.5192,159,20.8,11.8,21.938592016
331586,male,run,1757,369,6.14,145.808,174.6604,234.8,222.8,169.8,12.659787187
3987593,male,run,1697,361,5.01,177.82,726.238,73.800000000,728.4,724.4,10.602368889
5346596,male,run,4073,655,9.06,140.838,202.3492,53.200000000,210.4,190.4,7.968789446
797841,male,bike,4606,514,27.78,118.124,15.1848,594.4,61.4,-41,22.394427696
3289673,male,bike,6442,1000,52.68,128.99,52.362,962.8,81.6,20.8,29.699564466
3055418,male,run,2894,729,10.96,164.238,95.7132,148.4,109,55.4,13.678464649
4146688,male,run,3093,545,9.6,127.222,19.964,292.2,53.2,-22.8,11.238805206
8549297,male,run,4385,614,11.42,153.25,-10.2136,75.200000000,-6.4,-12.2,9.116928037
10122140,male,run,5919,1440,20.87,166.99,127.02,364.2,180,88,12.710037001
2600099,male,bike,2397,462.611,17.18,121.78,13.91,330.600000000,47.8,-114,26.194776313
9313150,male,bike,3662,642,31.39,155.358,104.82,388.8,156.8,56.4,30.789828852
3276737,male,run,2891,543,9.09,144.134,205.3532,36,212,194.6,11.328272304
1342020,male,run,4831,790,12.95,150.57,65.0572,879.600000000,226.8,-59.8,9.662319476
3055418,male,run,3147,828,12.03,167.682,37.0468,124,67.4,19.6,13.981946067
13469928,male,run,3400,745,12.84,155.926,48.4188,258.8,77,33.4,13.686828948
1520156,male,run,5088,832,15.88,148.478,110.6136,26,116.2,104.8,11.219989470
3438751,male,run,3087,629,10,141.348,48.7852,79.200000000,51.4,47.4,11.626642718
4233611,male,run,3358,857,11.71,150.34,44.6072,211.2,104.2,14,12.679598710
797841,male,mountain bike,2811,318,13.35,116.94,280.2036,312,307.8,227.2,17.612368411
12406103,male,run,4814,1166,13.01,158.682,177.6812,124,185.4,170.8,9.705149441
4146688,male,run,2555,516,8.83,142.454,33.7528,380.000000000,69.8,12,12.666780478
3736342,male,run,2950,568,10.04,120.136,34.2044,410.800000000,42,23.6,12.411440718
3537163,male,bike,1342,238.961,9.81,123.382,428.9356,278.2,490.4,390.6,29.023292479
1023513,male,run,3267,706,5.89,144.566,44.334,451.600000000,65.8,27,6.479245222
4131540,male,run,4163,555,10.05,143.148,594.4604,243.8,639.4,576.8,8.809120365
12406103,male,run,4413,1059,13.01,163.124,181.5852,133.4,192.4,173.6,10.625107937
1477239,male,bike,6542,1054,59.93,127.114,68.4508,263,83.6,53.6,33.144112889
5346265,male,bike,3133,402,23.5,120.888,112.9824,329.200000000,221,91,26.790732119
4007546,male,run,2319,625.297,7.04,152.188,-153.539126,203.9,-122,-171,11.021710034
6692748,male,bike,1995,403,13.99,142.474,73.3612,286,99.6,57.4,25.820322618
6000431,male,run,1805,492,6.6,158.926,22.0612,311,42.4,5.8,13.249302694
6601602,male,run,5109,1008,17.56,150.958,127.6932,96.8,160,112.2,12.297210429
3432842,male,run,5395,1103,15.23,151.95,121.6624,232.4,132.8,107.4,10.338464454
6800874,male,run,14344,2612,42.26,156.81,42.7032,191.2,58.2,38.4,10.656956949
6828710,male,run,5894,1244,19.08,147.174,252.1884,1010.6,375.2,187.6,11.679063567
4668578,male,run,2566,604,7.72,133.302,331.3472,77.400000000,337.8,323,10.800718528
890789,male,bike,2314,331,15.66,122.33,-35.406,153.4,0,-51.2,24.920536241
3820045,male,run,4303,784,13,152.668,18.8232,194.400000000,78.2,-1.8,11.086746625
2102320,male,bike,4268,758,41.48,132.532,8.8828,211.2,19.8,3.4,34.815215529
80101,male,run,3029,609,7.74,154.424,19.7668,214.4,34.4,7.2,9.864991927
12080152,male,bike,1808,277,12.72,138.008,195.0924,302,234.8,160.2,29.078216529
3714939,male,bike,1585,318,15.06,143.922,36.196,99.800000000,63.8,15.2,34.032712372
2333172,male,run,2882,818.199,6.42,163.972,832.687,777,1231,503,8.328823230
13165320,male,run,4364,1312,15.29,150.762,-22.950814,551.392,38.301,-54.831,12.610620835
860533,male,run,6378,1175,20.84,151.594,1341.9068,520.6,1373.8,1310.8,11.681777983
6000431,male,run,4848,1159,15.54,154.834,4.8752,98.200000000,14.4,-5,11.774291716
65547,male,bike,2316,420,19.43,146.262,13.3968,89.2,31.4,-7.2,30.050569365
2894897,male,run,9389,1617,28.09,143.462,53.0936,335.6,80.2,37.8,10.774640996
2974312,male,run,10848,2584.3,34.94,143.486,215.0136,331.6,243.6,195,11.574372512
150436,male,run,2435,608,8.8,166.884,84.1756,205.2,94,79.8,13.289797330
6828710,male,run,8027,2217.98,20.37,161.236,399.0736,1335,569,260.6,9.142976875
118377,male,run,8607,2465.97,20.93,166.664,13.3852,481.4,46.2,-2.8,8.766611300
3808,male,run,1640,290,4.82,131.606,16.6716,197.800000000,18.6,-37.8,11.133600738
12645302,male,bike,2589,528,17.77,142.912,233.3308,223,319,170,24.553189334
14039377,female,run,6817,819,19.26,139.784,74.6664,833.800000000,109.2,31,10.172572591
5107134,male,run,2456,470,6.78,159.224,10.9004,240.8,23.6,4,9.943022554
4318337,male,run,3674,556,8.31,151.734,27.7132,203.6,48.2,3.8,8.207886185
890789,male,bike,2314,389,15.37,135.218,-3.8376,146.8,32.2,-23.2,24.308170313
1530732,male,bike,4633,934.673,40.98,129.638,137.8488,602.200000000,173.4,64.6,31.599371558
2486861,male,bike,4861,1056.6,41.24,137.346,220.4825,278.777,263.505,191.829,30.508178137
2071522,male,mountain bike,6313,829,32.67,129.05,21.9588,1564,74.6,-18.8,19.515862391
4584909,male,run,3723,934,10.99,143.71,161.7524,312.4,178.6,151.6,10.626593335
10057948,male,bike,3659,469,21.92,114.944,122.062,142,145.4,114.2,21.164600734
3297710,male,run,2514,617,9.97,150.81,8.384,215.400000000,23.4,1.6,14.496906286
3235195,male,run,3132,783,10.85,145.12,9.825999984,440.599980000,75.6,-43.4,12.189150676
2333172,male,run,8466,1911.97,21.9,142.65,965.6962,2159.4,1289.3,558,9.390639122
3089500,male,bike,7852,1627.32,62.04,133.708,166.19,733,243,123,28.417047617
13653,male,run,7165,2048.89,18.95,164.32,56.2926362,1099.225,86,21,9.597632087
2600099,male,bike,4477,816.165,25.88,119.7,18.7316,238.2,55,7.4,21.467633462
1520156,male,run,4978,804,15.87,143.556,133.4364,76,142.6,130.6,11.495226222
4774109,male,bike,4663,1198,44.19,168.642,-11.7376,718.6,7.2,-26.8,34.437876883
1413935,male,run,1746,451.596,6.12,152.316,162.351458,167.904,188,143,12.588013691
2344846,male,mountain bike,1194,240.347,8.67,125.21,264.1108,253,299.2,203.4,26.290125576
5979382,male,bike,4799,846,45.2,127.564,17.4364,326.600000000,50.2,-1,34.101325123
4233611,male,run,3357,898,11.97,147.826,23.6932,305.400000000,49.8,-59.2,12.863411629
3714939,male,bike,1933,276,15.38,116.118,46.5372,87.200000000,75.2,30.2,28.292215166
854633,male,run,2563,480,5.6,134.8,182.7628,319.8,234.8,136.2,8.270205845
11675398,male,bike,2541,690.448,17.54,152.162,10.47,473.8,29.3,2,24.880258808
1023513,male,run,3602,968,8.5,161.596,49.8852,454.6,64,24.2,8.393159306
10057948,male,bike,4094,525,22.24,116.736,127.1248,138.8,148.8,117.6,18.983499107
797841,male,mountain bike,1540,137,8.84,106.58,84.426,193.4,110,34.6,21.667931049
1342020,male,run,17352,1982,41.92,147.896,8.166,757.6,44.6,-17,8.598798250
5197,male,run,3325,634.2,10.59,124.51,24.2167154,124.7482,30,17,12.095752672
732008,male,run,8425,1762,21.68,151.8,338.6232,1035.8,441,205.8,9.264758709
9985340,male,run,4775,695,12.64,146.802,13.046,928.000000000,81.8,-16.8,9.597510295
432096,female,run,4434,458,10.83,137.85,39.1516,321,77.2,10.4,8.773408734
34269,male,bike,1229,240,9.67,137.708,11.148,213.2,21.4,0.2,28.388687361
5481957,male,bike,2617,344,15.76,123.842,47.0084,32.8,48.2,42,21.652966022
9904679,male,bike,2547,531.775,16.48,141.566,195.492526,305.976,213.99,173.192,25.105123136
3289673,male,bike,3538,853,33.76,149.796,59.094,505.6,96,19,34.655673620
2155614,female,run,3339,463,9.93,140.556,290.24,399.2,334.4,248.8,10.518425829
3438751,male,bike,9573,1658,91.23,153.354,83.9376,824.600000000,100.8,55.8,34.168848756
12783742,male,run,2639,559,8.87,162.852,118.2716,154,121.4,110.4,12.092150845
5278840,male,bike,1234,154,9.9,138.002,1.0968,139,4.6,-0.8,28.931578573
3918301,male,run,2075,626,8.24,171.832,11.8836,223.2,68.6,1.6,14.872923512
2333172,male,bike,3188,557.492,18.16,121.236,461.488,385.2,582,376,20.822512054
2155974,male,bike,1916,285.961,11.69,109.582,4.41466,185.07,21.77,-22.45,21.852335636
4584909,male,run,7019,1515,20.78,143.646,179.9548,723,214,154,10.712830691
2844791,male,bike,5460,689,44.59,140.77,-0.6616,725.2,41.2,-31,29.255118507
13668730,female,run,962,156,2.08,124.97,12.0132,31.100000000,17,7.9,7.773049945
68009,male,run,4003,514,10,131.532,29.4352,449,63.2,6.4,9.188895790
6176971,male,bike,8462,1412,68.94,137.256,3.844,594.6,24,-7.4,29.093652033
7038373,male,run,3085,848,10.99,144.442,320.6712,179.2,335.8,311,12.788156364
2568526,male,bike,7006,1686.33,50.45,147.218,11.416,615.8,61.8,-16.8,26.001213673
13279851,male,run,4633,1166,13.04,149.378,13.5116,166,24.2,7.2,10.178246622
68009,male,run,3636,746,13.08,140.466,52.6296,297.8,80.2,23.6,13.087938155
3021311,male,run,5959,1648.7,21.07,161.004,88.9072,277.6,109,40.2,12.709898201
2692363,male,run,3197,645,9.83,160.7,88.4176,170.4,91.4,84,11.141240506
4752000,male,run,4304,1218,11.36,141.698,1464.45686,421.840000000,1543.37,1402.4,9.486454975
10841339,male,run,2605,649,9.93,169.128,137.0056,198,144.8,134,13.758020668
8467445,male,bike,1452,260.988,9.85,119.796,5.58,291.000000000,12.4,-41.8,25.506311383
6242372,male,bike,4345,602,33.63,125.822,7.8944,334.6,33.4,-2.8,27.830409770
10841339,male,run,2474,639,9.91,172.398,215.92,99.200000000,216.6,214.8,14.559398944
13303518,male,bike,9102,1022,85.33,131.786,-1.218,660.000000000,12.8,-7.8,33.797279236
6873187,male,run,5312,826,11.98,141.206,18.9044,172.6,32.6,8.6,8.006517620
11394885,female,bike,5837,998.549,39.25,157.172,0.2704,407.000000000,6.4,-7,24.825043580
12649708,male,run,2401,343,4.52,165.788,42.4488,57.8,47,38.8,6.708866744
5607830,male,run,3300,506,8.28,135.71,29.012,280.200000000,54.4,9.6,9.976287894
3841089,male,bike,2260,260,15.2,122.328,12.9204,79,41,-11.6,24.467857213
437459,male,bike,2228,283,9.8,110.282,108.1836,48.8,117.6,92.6,17.766189890
1986853,male,run,5393,1103,14.94,156.586,122.334,240.6,140.6,106.2,9.904517155
2228208,male,bike,4762,777,36.13,136.04,56.4742,1212.4,291.9,-1.8,27.351224516
818925,male,run,3839,889,9.92,148.768,36.5336,251.2,70.4,2,9.361882623
8662931,male,run,3679,741,13.98,152.052,43.2348,287.200000000,65,-56.8,13.817441114
753100,male,bike,4678,652,37.65,132.514,13.7916,397.400000000,64,-11.6,29.193149350
6692748,male,bike,2047,408,14.07,137.524,63.0232,282.600000000,92.2,46.6,24.804706220
8993175,male,run,3900,693,10.71,148.166,114.9816,131.2,134.8,108,9.906823747
