userId,gender,sport,duration,calories,distance,avg_heart_rate,avg_speed
857962,male,bike,5090,804,33.88,151.688,25.305435966
14255438,female,run,3047,435,8.07,161.382,9.79517879
407769,male,run,3176,277,5.82,143.252,7.242297489
3672721,male,bike,4098,640,28.86,151.572,26.275558922
12175120,male,run,3854,512,13.14,152.812,12.315353761
2849785,male,bike,1941,469,18.22,148.812,34.491264608
12913419,male,run,1284,273.065,3.23,131.03,9.782361019
860533,male,run,2803,533,8.35,140.65,10.750633218
843368,male,bike,5532,2231,46.54,152.954,29.944136427
5306319,male,run,3304,689,13.29,174.586,14.489443043
3672721,male,bike,5075,506,31.99,120.886,22.516442034
2479025,male,run,5161,1290,19.94,146.034,13.903260574
6800874,male,run,1778,355,5.06,138.88,10.371259845
3324472,male,bike,9890,1523,82.55,128.88,30.043157457
8875079,male,run,7079,1547,21.52,147.89,10.871647677
431375,male,run,1697,437,6.1,144.232,12.923671772
2661450,male,run,1988,535.227,6.11,156.752,11.108500431
2358,male,run,3522,771,10.96,143.476,12.254882458
80118,male,run,2656,320,5.22,111.742,7.249066322
1041230,male,bike,3393,639.216,21.58,139.918,22.872635808
6919744,male,mountain bike,2928,669.343,17.69,142.154,23.904077691
848177,male,run,1909,315,3.58,133.584,6.832552941
1956196,male,run,9764,2163,34.07,157.228,14.113541648
10122140,male,run,3877,774,12.01,146.574,11.152928362
4146688,male,run,2917,508,10.36,145.036,12.949533248
3445572,male,run,3817,684,10.95,151.83,10.193737644
342794,male,bike,1422,269,7.69,154.932,19.01461916
6539051,male,bike,2467,549,16.24,150.748,24.936431166
659522,unknown,run,2820,404,7.14,125.904,8.977331364
4362441,male,run,5456,841,15.42,134.838,10.156379951
13577416,male,bike,5281,1089.84,26.93,139.524,18.383772248
203045,male,run,2948,588,8.18,130.926,9.98507575
2145516,male,bike,1891,167,10.12,154.788,19.323762013
9732499,male,run,1285,294,4.9,159.056,13.683741966
171814,male,mountain bike,1219,135,4.92,139.078,14.553799668
13165320,male,run,4165,837,13.72,133.878,11.967193004
3445572,male,bike,3342,352,21.78,117.694,23.182449241
11825035,male,run,4281,785.285,11.94,123.094,10.14762664
885462,male,run,3300,928,12.52,157.624,13.660025373
2486861,male,mountain bike,7408,649,38.05,114.768,19.522507678
1023513,male,run,3303,818,8.41,153.096,9.178739505
8875079,male,run,3323,662,9.89,134.768,10.678708047
1356350,male,bike,3748,657,21.17,139.874,20.270987727
508935,male,bike,8536,2903,76.49,150.054,32.388554642
1707239,male,run,8889,1510,23.56,139.45,9.551093134
14204020,male,run,2661,313,5.36,122.818,7.210818953
80118,male,run,2928,517.355,6.91,117.01,8.616838057
4457345,male,run,1979,490.985,6.06,149.738,11.323305895
6080660,male,bike,1706,251,9.02,125.452,19.657012997
13469928,male,run,3116,625,11.09,154.614,13.144357644
5453063,male,run,3207,746.653,8.43,140.284,9.464767402
982359,male,run,1955,615.808,5.27,170.116,9.70716196
860533,male,run,3722,845,11.23,152.14,10.885017485
10943750,male,run,1556,276,5,149.502,11.7880803
1616449,male,run,2639,622,9.42,129.91,13.147765373
4446822,male,bike,3230,704,26.47,154.734,29.870073546
2587574,male,run,3250,741,11.1,134.018,12.358203447
1663599,male,bike,4553,747,26.63,135.552,21.099536163
993057,male,run,2427,670,7.31,146.364,10.766103409
1520156,male,run,2905,556,9.96,150.738,12.340717018
2600099,male,bike,2574,319,16.96,99.5,23.583532258
4330976,male,bike,2432,407,20.36,145.8,30.074605838
797841,male,bike,2035,200,12.82,111.774,23.864100345
11784007,male,bike,3906,621,28.53,146.706,26.36539297
1295505,male,run,2526,791,9.8,166.846,13.960476673
885462,male,run,3649,982,13.69,158.082,13.613216091
843607,male,bike,3606,955.59,32.49,152.218,34.49572241
2445737,male,bike,2910,750,20.95,129.972,25.556887692
3432842,male,run,1212,304,4.03,156.57,12.019834902
13657138,male,run,6264,1361,17.75,137.542,10.240110172
1593645,male,bike,3663,591,25.08,124.868,24.666941374
1413935,male,run,1652,429.961,6.01,152.926,13.108668017
993057,male,bike,4519,1206,38.91,140.328,31.988222426
3235195,male,run,2906,864,9.79,154.91,11.070337596
434265,male,bike,4839,801,32.87,138.26,25.028565574
1520156,male,bike,7630,1114,63.97,150.282,30.040566977
6692748,male,bike,2281,309,14.12,120.368,22.855745959
7430612,male,bike,2975,498,20.6,138.21,25.082054221
11782156,unknown,bike,4424,458,18.13,123.596,17.683054089
4572860,male,run,4479,1037,11.09,155.262,8.926121432
8662931,male,run,3256,480,9.97,141.024,11.534187314
7516129,male,run,4743,772.438,15.07,115.536,11.543658718
797841,male,bike,1878,157,9.86,100.054,19.727181655
6692748,male,bike,2065,448,14,150.22,24.994022429
3709276,male,run,5207,1400.25,20.78,155.654,14.438469217
12635957,male,run,2570,608,5.84,148.232,8.17539494
2368480,male,run,2177,384,7.07,142.696,12.183233389
4774109,male,bike,1364,302,9.96,148.888,26.29869768
2461936,male,run,5477,1138.77,18.38,133.356,12.092730526
1731481,male,bike,6427,2422,60.47,161.63,34.023706882
1956196,male,run,4104,906,15.56,161.398,14.387839657
8994885,male,run,3225,764,10.01,150.096,11.285658884
3709276,male,run,5605,1170.31,20.03,131.25,12.90746128
2600099,male,bike,2018,514,17,132.164,29.585998498
10099521,female,run,4321,583,9.55,134.062,7.923163117
1483178,male,bike,3036,552,16.1,140.594,19.909812258
4101,male,run,1476,346,5.03,151.118,12.251120971
3992841,male,run,1698,507,5.99,161.938,12.701194364
1655221,male,mountain bike,5135,645,31.4,128.888,22.135914823
65547,male,bike,2552,466,19.43,145.602,27.335957793
478585,male,run,4403,1006.74,12.98,148.098,10.643905173
3537163,male,bike,1195,227.802,9.81,127.65,29.574977793
10841339,male,run,2596,685,9.93,162.184,13.858924594
9656255,male,bike,11412,1122,87.4,132.988,27.595103465
6670535,female,run,3465,626,10.19,161.074,10.49246198
2486861,male,bike,6490,1868,50.12,144.202,27.650758325
80118,male,run,4010,939.847,11.52,139.928,10.235376409
3908642,male,run,3387,810,11.17,140.846,12.328046979
5453063,male,run,4290,1073.14,10.34,147.174,8.686750656
907015,male,run,2679,250,5.42,100.306,7.378838936
5547218,male,run,4717,841,13.9,151.478,10.69542394
2600099,male,bike,2381,409.759,16.92,115.814,26.341418605
5844,male,bike,4878,467,38.36,99.294,28.578858293
6113340,male,run,4088,1087,13.35,157.062,11.855022843
10503628,male,bike,3730,503,24.62,132.54,23.904328345
68009,male,run,1780,180,2.59,105.39,5.254792813
4124709,male,run,2580,616,8.98,155.224,12.525510795
12175120,male,run,4616,928,15.03,155.088,11.69312798
171814,male,mountain bike,8965,1769.76,38.97,126.242,17.3257604
8467445,male,bike,4831,1016.97,39.04,129.218,29.094107662
8994885,male,run,8640,1545,24.78,141.262,10.300394792
1063624,male,run,3583,954.598,10.05,157.9,10.241132409
10503628,male,bike,3729,615,24.07,143.95,23.266149491
3235195,male,run,2744,684,8.4,142.592,11.140369981
478585,male,run,3601,796.436,11.74,144.278,11.831915474
885462,male,run,608,151,2.09,143.058,12.442410421
10841339,male,run,2877,681,10.28,155.604,12.833610307
11675398,male,bike,2537,709.614,17.6,156.778,26.027968968
5298016,male,run,3634,999,11.71,167.98,11.620509466
6692748,male,bike,2226,515,13.67,149.222,22.387694019
1638160,male,run,5175,1135,15.05,150.59,10.51948972
2612870,female,run,3107,496,7.44,177.49,8.640312276
3559941,male,run,2493,470,7.74,151.948,11.18000051
2145516,male,run,3436,599.59,10.01,121.18,10.320109412
3702346,male,run,3763,928,11.39,153.81,10.75779572
2486861,male,mountain bike,5825,972.847,31.81,118.742,19.574226248
11784007,male,bike,4707,739,35.68,146.066,27.314981837
82119,male,bike,4252,1022,33.07,155.68,28.589791908
2898275,male,run,3073,723.805,10.86,148.224,12.780241115
3041144,male,run,3243,430,8.17,126.712,9.187836112
797841,male,mountain bike,2705,267,12.91,110.754,17.550415874
6601602,male,run,7522,1043,22.91,145.274,11.061872841
2122136,male,run,2955,697,9.95,145.284,12.262372024
65547,male,bike,2352,427,19.48,146.336,29.723231353
7313790,male,run,2937,708.86,10.69,112.3,13.273965232
6692748,male,bike,1989,477,13.56,149.298,25.065163838
993057,male,bike,6343,731,31.95,119.116,20.175096231
3714939,male,bike,7633,2701,63.64,112.758,29.824462697
14370069,male,run,3130,468,7.52,131.534,9.287701716
538524,male,bike,2272,344,13.16,135.352,21.551403025
2568526,male,run,3406,939.887,10.92,160.872,11.566830941
4009109,male,mountain bike,4554,1104,15.22,148.404,12.817437929
7382493,male,run,4134,1104,14.42,156.008,13.462993728
1543833,male,run,7333,1906,21.2,162.324,10.42662201
3089500,male,bike,4278,798.995,30.39,127.464,25.648610352
2145516,male,run,13095,2594.65,40.32,129.69,11.056660455
8994138,male,run,4201,917,15.37,140.784,13.19680211
10927933,male,bike,2655,428,18.76,145.314,26.639355876
3191096,male,run,1935,490,6.44,142.52,11.96195793
3381703,male,run,2183,498,5.86,140.846,9.654087262
8467445,male,bike,843,170.831,6.38,126.064,27.269958871
3275003,male,run,1740,373,6.43,144.016,13.34422709
993057,male,bike,3042,877,23,137.482,29.290898584
10917968,male,run,3662,633,11.27,155.968,11.265801692
2719148,male,run,4371,934,12.5,151.216,10.17485912
3021311,male,run,4068,754,12.38,139.32,10.910686629
1413935,male,run,1390,351.41,5.03,149.962,13.005610183
13577416,male,bike,1943,326.232,10.09,127.888,18.716184182
7197311,male,run,4317,599,11.38,127.466,9.478404515
12175120,male,run,2616,593,10.02,175.39,13.769795954
3714939,male,bike,6977,2711,61.75,125.114,31.072196234
9221677,male,run,4409,974,13.98,150.47,11.538402495
11782156,unknown,bike,4618,662,33.99,141.218,27.088792777
1842744,male,run,5539,1479,20.8,158.942,13.536465122
6670535,female,run,3753,713,12.38,166.576,11.857434922
7178673,female,run,2873,640,10.02,175,12.605428877
3297710,male,run,2812,758,10.49,156.106,13.525961845
1956196,male,run,2594,323,6.05,119.11,9.555291514
2649245,male,run,3216,835.148,8.81,156.446,10.794525653
7313790,male,run,4186,977,14.17,164.708,12.165105258
797841,male,bike,1624,190,9.91,122.8,23.037839031
1956196,male,run,3820,445,7.91,107.036,7.457618856
7696046,male,bike,3956,712,30.3,155.926,27.690746682
1055288,male,bike,3750,731,29.54,135.916,29.343337601
4752000,male,run,5723,1103,14.9,138.086,9.521624288
8632256,male,run,5599,1165,16.36,148.578,10.765026725
6584414,male,bike,5357,1296,43.44,151.906,28.922618461
6961546,male,run,2405,287,7.56,138.37,12.067140933
65547,male,bike,2431,337,19.61,135.694,29.11127848
3714939,male,run,4686,1015.15,10.38,132.658,7.678006573
3918301,male,run,2034,461,7.24,163.176,13.003948939
3537163,male,bike,6656,1330.35,51.04,125.642,27.485872477
762872,male,run,3793,817,11.34,164.65,11.126980896
6692748,male,bike,1974,407,14.11,142.874,25.979885791
1048979,male,mountain bike,3670,304,15.71,91.57,15.596045941
1468536,male,bike,2277,417,16.17,143.522,25.628973395
3992841,male,run,1429,348,5,158.324,12.633865766
34269,male,bike,2633,481,20.64,134.568,28.279968084
2844791,male,run,3633,746,13.08,159.11,13.282946005
5278840,male,bike,2257,246,13.96,133.136,22.325304652
3714939,male,bike,1769,362.377,15.37,127.27,31.404135878
846598,male,run,2424,439,9.01,153.452,14.007642119
104216,male,run,2741,449,6.21,144.926,9.059631131
1063624,male,run,1013,203,3.1,130.958,11.028103856
4233611,male,run,7226,1749,24.06,150.976,12.061002349
993057,male,mountain bike,1847,427.616,13.17,134.182,26.376548289
3672721,male,bike,2536,532.601,14,136.66,19.927399948
2868369,male,bike,1976,536,13.63,129.896,25.746138961
109975,male,run,3295,557,10.61,148.654,11.733439162
3289673,male,bike,6156,1304,45.71,145.146,27.813140624
432096,female,bike,2716,298.216,14.57,110.202,20.130176365
1675394,male,run,5882,1002,16,136.974,9.678560607
885462,male,run,4499,1126,15.73,151.046,12.715754439
3021311,male,run,2780,635,8.56,141.424,11.038728126
3714939,male,bike,1779,297,15.38,126.7,30.911599044
3082409,male,bike,10969,1749,98.45,136.008,31.571572173
854633,male,run,1914,427,5.48,140.896,10.355609527
12362801,male,run,2827,565,8.12,148.274,10.535595194
890789,male,bike,2350,331,15.45,121.996,24.101091377
3445572,male,bike,3679,511,26.25,135.148,25.389580084
4146688,male,run,2758,583.517,8.94,135.668,11.663074412
11255266,male,bike,5612,582,33.7,128.004,23.143372339
8888545,male,bike,4583,915,42.47,152.098,33.769654142
3709276,male,run,4151,918.044,14.82,135.672,13.137633329
1520156,male,bike,6130,817,49.87,135.45,29.139655294
538524,male,bike,1840,277,9.19,124.212,18.59842085
1041230,male,bike,1221,282,8.41,151.77,24.80448136
2497422,male,bike,10790,1283,73.96,144.19,25.379993887
2600099,male,bike,2451,393.475,16.96,108.726,25.29282594
3537163,male,bike,1405,193.684,9.78,106.894,26.025542187
4668578,male,run,2219,584,6.6,125.174,10.347763817
8632256,male,run,4330,906,12.99,156.474,11.026529691
1812737,male,run,6223,1240,20.82,155.592,11.955942432
2849785,male,bike,2106,469.93,18.21,135.414,31.822069599
2535101,male,bike,4093,955.093,35.36,139.602,31.099308138
993057,male,run,2799,602,8.18,138.442,10.407643368
6692748,male,bike,2193,449,14.09,145.036,23.793486899
6692748,male,bike,2223,375,14.01,132.222,23.109527549
1520156,male,run,4389,809,13.94,149.484,11.456132514
3191096,male,run,1857,505,6.41,165.08,12.411426045
1670340,male,bike,2179,376,16.08,121.244,27.705645509
791908,male,run,2925,640,10.27,138.446,12.618560628
3704065,male,bike,3171,564.142,17.39,126.86,21.943820885
715469,male,run,7318,1350,19.9,148.578,9.762862903
8349084,male,run,2684,613,8.63,149.906,11.375358324
508935,male,bike,7410,2526,62.19,137.032,30.113728352
3714939,male,bike,6555,2244,53.97,145.86,30.030163241
11394885,female,bike,6426,865.261,41.24,136.734,24.765545698
8467445,male,bike,1269,291.23,9.19,139.614,26.970529126
519009,male,run,3306,761,10.58,145.872,11.855553708
4615477,male,run,4272,438,9.68,113.572,8.313932325
2336853,male,run,5057,1106,17.55,143.688,12.455159497
13165320,male,run,3104,1163,9.76,155.882,11.31805146
7822006,male,run,4812,952,14.77,148.396,11.178964177
7516129,male,run,5229,667.142,15.26,101.54,10.613626972
2218816,male,run,4367,844,15.98,135.87,13.272475031
797841,male,mountain bike,1507,117,8.94,98.046,22.166386501
368603,female,mountain bike,3537,337.266,11.39,110.282,11.776606325
3537163,male,bike,3882,790.055,26.33,129.814,25.607534178
2692363,male,run,5067,810,13.97,144.682,10.002535038
22260,male,bike,10840,3717,78.5,157.802,26.637350376
171814,male,mountain bike,8503,1343.27,44.6,113.116,20.733564076
3289673,male,bike,3112,740,27.39,150.412,32.0814488
7996903,male,run,4510,891,10.21,157.048,8.201784292
7470676,male,run,9221,1754,27.54,137.004,10.721440985
8632256,male,run,2593,554,8.03,145.954,10.948299096
1732973,male,run,4371,437,10.17,124.36,8.217079256
3091798,male,run,5762,1435,21.03,168.64,13.160069787
1891382,male,bike,3798,668,29.12,136.058,27.769776434
56331,male,run,5284,1310,18.11,157.936,12.312213888
7822006,male,run,4339,918,11.49,163.354,9.575284829
6601602,male,run,2776,521,8.05,139.838,10.369202896
6601602,male,run,5716,886,17.11,163.824,10.641356545
3235195,male,run,3965,995,12.65,145.576,11.056330148
5278840,male,bike,1700,153,10.07,115.586,21.370175907
13693003,male,run,3719,834,11.99,154.542,11.581800747
1520156,male,run,4761,848,15.9,150.22,12.010388656
2974312,male,run,2690,662,9.95,152.494,13.513791639
13577416,male,bike,2268,486.736,15.25,143.466,24.226275399
2181290,male,run,1984,491.474,6.25,149.438,11.695065895
3438751,male,bike,4129,542.469,29.45,107.282,25.779178361
7313790,male,run,3662,1054.74,14.41,170.408,14.553053134
6692748,male,bike,2230,495,13.66,144.142,22.634525981
3808,male,run,7360,1681.12,19.64,144.398,9.596904231
3445572,male,bike,4423,566,26.5,130.086,21.466644968
2445737,male,bike,3152,728,21.09,126.2,24.36326017
3714939,male,bike,1606,288,14.92,131.956,32.407981572
8662931,male,run,4043,795,13.9,142.452,12.403246649
1384698,male,bike,6870,1304,47.23,134.592,24.865830779
4774109,male,bike,3839,1026,33.17,163.222,30.89690674
13859471,male,bike,1476,351,10.16,138.618,24.931432826
890789,male,bike,2402,405,15.62,131.448,23.629280662
217473,male,bike,3028,615,27.24,145.206,32.305399313
279317,female,run,4205,671,14.17,148.846,12.568902676
1842744,male,run,3529,726,12.17,135.492,12.547238494
3089500,male,bike,6654,1624.6,61.4,149.136,33.354236398
4007546,male,run,3441,944.367,10.09,154.13,10.636782421
4233611,male,run,9074,1728,24.9,133.586,9.807988022
2612870,female,run,2970,494,6.68,178.874,7.991509052
7516129,male,run,3578,567.308,11.07,117.634,11.180892346
4357738,female,run,3818,514,9.14,154.058,8.791547954
753100,male,run,4900,1264.01,19.44,149.916,14.376217306
5278840,male,bike,3636,274,16.79,118.2,16.635742108
1820027,male,run,3708,831,11.18,151.514,10.837090907
1675394,male,bike,4161,675,31.33,130.332,27.372991133
8280412,male,bike,3665,580,30.52,162.412,31.616238727
2600099,male,bike,3770,736,34.78,126.544,32.47187728
5551642,male,run,10021,2358,27.24,162.848,9.885223982
171814,male,mountain bike,1624,352.132,8.82,138.46,20.691294452
604703,male,bike,2238,370,8.48,105.886,13.901935749
8467445,male,bike,5718,866,47.93,132.506,30.207353472
14083711,male,run,3643,955,10.3,165.242,10.391778276
2333172,male,bike,2184,503.403,20.21,143.32,33.518432996
12087190,male,run,7363,2014.78,21.22,162.578,10.376921196
1956196,male,run,6625,1136,22.75,143.008,13.235611152
2282039,male,run,2803,684,10.19,147.038,13.109433197
10779611,male,run,6455,1867,21.1,158.802,11.782846175
13657138,male,run,5465,1269,15.89,137.104,10.488295146
6601602,male,run,4747,648,13.09,140.826,10.235865915
12988738,male,run,4057,948,11.24,153.294,9.963061914
538524,male,bike,2641,350,14.47,130.196,21.032845516
14185532,male,bike,2778,209,17.65,109.59,24.181372415
3689976,male,run,4523,936,11.89,134.504,9.555692521
150436,male,bike,3959,1131.65,38.69,163.662,34.82383464
5180701,male,run,667,135,1.89,132.118,10.205619717
7038373,male,run,4125,1049,14.99,150.894,13.029459429
342794,male,bike,5358,877,44.41,155.03,30.98164576
797841,male,mountain bike,1752,227,9.66,121.088,20.78505879
12615249,male,bike,1884,384,12.67,137.306,24.508451083
2119401,male,bike,4611,1069,29.82,130.278,23.439331097
1483178,male,bike,2283,687,14.93,137.694,23.204702612
519009,male,run,2653,518,8.77,140.792,12.084189584
3089500,male,bike,3025,210,16.27,95.304,19.950827835
5072565,male,bike,3952,727,27.08,132.468,24.738875558
13831483,female,bike,3082,376,16.83,153.636,20.371959623
5607830,male,run,2773,483,7.64,133.186,10.458780703
3672721,male,bike,5259,672,32.16,137.456,22.062071219
3714939,male,bike,7264,2749,62.26,115.888,30.092020374
14176671,male,bike,2037,288.614,12.34,117.606,22.682268348
7743096,male,run,3272,705,8.05,159.222,8.837677664
797841,male,bike,2130,209,11.5,107.742,21.108923232
4752000,male,run,7317,2074.39,20.82,158.092,10.224787584
8000584,female,run,2911,474,8.07,146.114,9.941537596
2333172,male,bike,2385,490.66,20.8,134.792,31.894730223
4146688,male,run,1038,160,2.88,122.97,10.146648764
1063624,male,run,2725,663.178,9.98,149.288,13.289887249
13577416,male,bike,1420,291,8.62,137.356,21.857837387
8621055,male,run,6051,961,15.17,133.072,9.03096025
4007546,male,run,2494,648.292,7.12,148.254,10.303331132
13577416,male,bike,2397,353,10.26,120.778,15.437783166
355088,male,run,4796,1073,7.88,138.512,6.537609002
12202944,male,run,4849,615,10.73,132.58,7.960691212
65547,male,bike,3618,530,29.88,134.722,29.202070705
2358,male,run,4504,1273,16.99,160.878,13.593002446
14018941,male,run,2415,592,6.38,152.272,9.44965889
127432,male,bike,3031,852,26.99,149.844,32.93363373
851531,male,run,6593,698,17.75,109.998,9.707492948
1377236,male,run,2670,470,8.47,142.988,11.454018875
2894897,male,mountain bike,2617,416.938,17.51,116.6,22.918114889
6946869,male,run,3358,690,11.11,139.364,12.255888854
458903,male,run,3232,619,9.14,147.572,10.161143949
653747,male,bike,5049,858.891,42.77,120.76,30.672180871
538524,male,bike,1237,236,9.35,140.82,30.294043855
6692748,male,bike,3674,831,30.7,148.744,31.01921909
604703,male,run,5967,1384,20.19,132.976,12.19165293
6692748,male,bike,2342,406,13.96,135.482,22.160935116
1520156,male,run,9702,1294,29.76,141.038,11.13111085
368603,female,run,5642,731.372,15.81,128.652,10.095829139
2358,male,run,3040,721,9.41,140.72,11.240446596
7038373,male,run,1918,432.066,7.07,142.08,13.241785109
2600099,male,bike,2926,278,17.03,99.93,20.953721385
3021311,male,run,3429,686,10.6,149.698,11.271268719
6883061,male,run,2835,748,9.99,151.844,12.821143103
2692363,male,run,3176,592,9.18,151.066,10.634414515
4146688,male,run,1818,416.621,5.76,143.134,11.399756043
10779611,male,run,3673,887,11.99,137.804,11.928965705
797841,male,bike,2305,296,12.74,122.174,21.401788873
6788906,male,bike,2048,393,16.37,147.376,29.006407694
1063624,male,run,1105,223,3.79,125.202,12.337213463
7516129,male,run,3227,583.078,10.97,127.252,12.29943882
818925,male,bike,5022,904,29.77,127.884,20.951773408
885462,male,run,666,150,2.14,143.778,12.556712258
2868369,male,bike,1913,555,13.6,128.042,26.613927946
2368480,male,run,2734,477,7.75,141.084,10.192721807
7822006,male,run,3642,816,10.79,152.574,10.615926237
8993175,male,run,3339,572,9.01,143.846,9.877823202
3021311,male,bike,5448,803,41.82,123.518,28.040606865
2974312,male,run,12741,3682.13,41.89,163.67,11.851404267
13303518,male,bike,9683,828,83.15,120.478,30.918416781
3537163,male,bike,1317,221.271,9.8,118.824,27.473535775
10099521,female,run,3439,458,8.34,136.83,10.267296217
65547,male,bike,3681,510,30.28,136.208,29.681891926
8632256,male,run,4914,1019,12.97,154.674,9.605730634
8632256,male,run,5781,1126,14.88,148.416,9.163021441
3820045,male,run,2960,469,8.25,134.89,10.093697418
432096,female,bike,2630,288.764,14.48,111.442,20.429515591
5306319,male,run,997,211,3.28,150.094,11.825354314
2726097,male,bike,2698,419,20.15,121.394,27.338092315
1655221,male,bike,2580,312,20.31,122.684,28.351964855
324779,male,run,5092,969,12.32,149.328,8.687409538
342794,male,bike,1631,282,7.68,147.786,17.101336334
9313150,male,bike,2197,316,15.87,129.074,24.700411094
12783742,male,run,1537,280,5.97,159.628,13.966491356
3317373,male,run,2514,283,7.58,163.346,10.918655069
983950,male,run,3717,737,12.93,139.758,12.588486718
1818822,male,run,6203,1190,10.06,153.332,6.155833973
2145516,male,run,14976,3165.09,41.75,136.65,9.995939322
14204020,male,bike,3995,453,29.94,133.836,26.554818412
3918301,male,run,3024,584,11.13,145.392,13.698273518
3558042,male,bike,4102,790,26.84,131.464,23.248013619
7996903,male,run,2837,613,6.71,153.028,8.60807313
11675398,male,bike,2448,643.936,17.64,148.852,26.546625001
478585,male,run,7337,1862.31,21.09,158.05,10.379773595
3324472,male,bike,10054,1576,85.8,130.698,30.704814339
6532016,male,run,8668,1557,21.41,166.972,8.907645355
3908642,male,run,3308,803,11.65,126.35,12.870983783
3324472,male,run,2880,721,11.05,146.748,13.808438558
2333172,male,bike,2891,686.35,20.84,145.978,26.319459744
3559941,male,bike,2925,571,22.05,142.848,28.092187573
854633,male,run,6914,1925.85,21.87,160.884,11.913927633
508935,male,bike,4002,1720,36.39,149.168,32.561888183
3517326,male,bike,3692,480,26.18,126.204,25.541090511
13149722,male,bike,2584,409.263,13.32,108.79,19.418655479
9336459,male,run,3895,1060.04,14.98,171.506,13.861595885
3122949,male,run,1823,469,5.04,169.976,9.947386563
2333172,male,bike,2787,691.766,22.1,150.022,28.476110651
983950,male,run,3837,1161,13.55,168.198,13.698010025
1086745,male,run,2104,557,7.16,140.464,12.288867677
651716,male,bike,2274,364,10.96,117.806,17.382614372
11884453,male,run,4102,697.313,10.93,120.704,9.584688877
2831390,male,bike,2547,381.688,15.4,114.666,23.423742938
3575734,male,run,3626,951,9.62,160.446,9.440735016
12080152,male,bike,2278,484,15.28,130.466,25.129667878
1956196,male,run,3410,553,9.22,140.608,9.644612464
3714939,male,bike,1969,350,15.08,134.332,27.572600015
1796601,male,mountain bike,2849,207,16.41,95.728,22.352784959
983950,male,run,4601,950,15.62,144.26,12.513213726
4233611,male,run,7076,1189,20.13,134.33,10.269138848
3559941,male,run,552,122,1.8,135.682,11.796461586
8799177,male,bike,7009,1251,66.54,162.788,34.180874609
14779650,male,run,1949,320,5.25,161.006,9.657938316
171814,male,mountain bike,2428,816.756,9.07,187.15,14.318548997
217473,male,bike,4524,722,26.29,134.278,21.533260427
2122136,male,run,3090,747,10.26,136.748,12.224002345
1956196,male,run,3397,809,9,159.054,9.605109837
1468536,male,bike,5555,1004,34.84,148.44,22.615405548
3918301,male,run,1802,479,7.1,167.112,14.323928023
3297710,male,run,2778,749,10.12,154.958,13.201301824
9882712,male,run,3081,445,5.95,136.224,6.916761828
431375,male,run,914,226,3.18,143.032,12.75180213
3232625,male,bike,2821,451,16.38,146.514,22.448353431
171814,male,mountain bike,7803,2030.28,54.42,151.816,27.372113129
3916526,male,bike,4472,614,19.09,126.058,17.158196545
221371,male,run,2663,705,9.96,149.214,13.463883157
4264913,male,run,3080,679.276,10.46,142.312,12.433398216
7743096,male,run,3294,578,6.72,149.058,7.358405639
2237368,male,bike,6756,1162,58.85,127.958,31.829765063
3575734,male,run,3156,725,10.96,156.184,12.627824855
4433918,male,bike,1632,412.219,12.68,153.204,27.989268888
501555,male,bike,2485,671,16.96,153.926,25.181350834
7743096,male,run,1526,392.734,3.88,152.912,9.16308103
2145516,male,run,2737,376,8.03,180.776,10.473372411
1520156,male,run,3779,580,11.96,139.746,11.368692295
13165320,male,run,3222,628,8.11,159.698,9.457940274
