userId,gender,sport,duration,calories,distance,avg_heart_rate,avg_speed
13577416,male,bike,1943,326.232,10.09,127.888,18.71618418
7197311,male,run,4317,599,11.38,127.466,9.478404515
12175120,male,run,2616,593,10.02,175.39,13.76979595
3714939,male,bike,6977,2711,61.75,125.114,31.07219623
9221677,male,run,4409,974,13.98,150.47,11.5384025
11782156,unknown,bike,4618,662,33.99,141.218,27.08879278
1842744,male,run,5539,1479,20.8,158.942,13.53646512
6670535,female,run,3753,713,12.38,166.576,11.85743492
7178673,female,run,2873,640,10.02,175,12.60542888
3297710,male,run,2812,758,10.49,156.106,13.52596185
1956196,male,run,2594,323,6.05,119.11,9.555291514
2649245,male,run,3216,835.148,8.81,156.446,10.79452565
7313790,male,run,4186,977,14.17,164.708,12.16510526
797841,male,bike,1624,190,9.91,122.8,23.03783903
1956196,male,run,3820,445,7.91,107.036,7.457618856
7696046,male,bike,3956,712,30.3,155.926,27.69074668
1055288,male,bike,3750,731,29.54,135.916,29.3433376
4752000,male,run,5723,1103,14.9,138.086,9.521624288
8632256,male,run,5599,1165,16.36,148.578,10.76502673
6584414,male,bike,5357,1296,43.44,151.906,28.92261846
6961546,male,run,2405,287,7.56,138.37,12.06714093
65547,male,bike,2431,337,19.61,135.694,29.11127848
3714939,male,run,4686,1015.15,10.38,132.658,7.678006573
3918301,male,run,2034,461,7.24,163.176,13.00394894
3537163,male,bike,6656,1330.35,51.04,125.642,27.48587248
762872,male,run,3793,817,11.34,164.65,11.1269809
6692748,male,bike,1974,407,14.11,142.874,25.97988579
1048979,male,mountain bike,3670,304,15.71,91.57,15.59604594
1468536,male,bike,2277,417,16.17,143.522,25.6289734
3992841,male,run,1429,348,5,158.324,12.63386577
34269,male,bike,2633,481,20.64,134.568,28.27996808
2844791,male,run,3633,746,13.08,159.11,13.28294601
5278840,male,bike,2257,246,13.96,133.136,22.32530465
3714939,male,bike,1769,362.377,15.37,127.27,31.40413588
846598,male,run,2424,439,9.01,153.452,14.00764212
104216,male,run,2741,449,6.21,144.926,9.059631131
1063624,male,run,1013,203,3.1,130.958,11.02810386
4233611,male,run,7226,1749,24.06,150.976,12.06100235
993057,male,mountain bike,1847,427.616,13.17,134.182,26.37654829
3672721,male,bike,2536,532.601,14,136.66,19.92739995
2868369,male,bike,1976,536,13.63,129.896,25.74613896
109975,male,run,3295,557,10.61,148.654,11.73343916
3289673,male,bike,6156,1304,45.71,145.146,27.81314062
432096,female,bike,2716,298.216,14.57,110.202,20.13017637
1675394,male,run,5882,1002,16,136.974,9.678560607
885462,male,run,4499,1126,15.73,151.046,12.71575444
3021311,male,run,2780,635,8.56,141.424,11.03872813
3714939,male,bike,1779,297,15.38,126.7,30.91159904
3082409,male,bike,10969,1749,98.45,136.008,31.57157217
854633,male,run,1914,427,5.48,140.896,10.35560953
12362801,male,run,2827,565,8.12,148.274,10.53559519
890789,male,bike,2350,331,15.45,121.996,24.10109138
3445572,male,bike,3679,511,26.25,135.148,25.38958008
4146688,male,run,2758,583.517,8.94,135.668,11.66307441
11255266,male,bike,5612,582,33.7,128.004,23.14337234
8888545,male,bike,4583,915,42.47,152.098,33.76965414
3709276,male,run,4151,918.044,14.82,135.672,13.13763333
1520156,male,bike,6130,817,49.87,135.45,29.13965529
538524,male,bike,1840,277,9.19,124.212,18.59842085
1041230,male,bike,1221,282,8.41,151.77,24.80448136
2497422,male,bike,10790,1283,73.96,144.19,25.37999389
2600099,male,bike,2451,393.475,16.96,108.726,25.29282594
3537163,male,bike,1405,193.684,9.78,106.894,26.02554219
4668578,male,run,2219,584,6.6,125.174,10.34776382
8632256,male,run,4330,906,12.99,156.474,11.02652969
1812737,male,run,6223,1240,20.82,155.592,11.95594243
2849785,male,bike,2106,469.93,18.21,135.414,31.8220696
2535101,male,bike,4093,955.093,35.36,139.602,31.09930814
993057,male,run,2799,602,8.18,138.442,10.40764337
6692748,male,bike,2193,449,14.09,145.036,23.7934869
6692748,male,bike,2223,375,14.01,132.222,23.10952755
1520156,male,run,4389,809,13.94,149.484,11.45613251
3191096,male,run,1857,505,6.41,165.08,12.41142605
1670340,male,bike,2179,376,16.08,121.244,27.70564551
791908,male,run,2925,640,10.27,138.446,12.61856063
3704065,male,bike,3171,564.142,17.39,126.86,21.94382089
715469,male,run,7318,1350,19.9,148.578,9.762862903
8349084,male,run,2684,613,8.63,149.906,11.37535832
508935,male,bike,7410,2526,62.19,137.032,30.11372835
3714939,male,bike,6555,2244,53.97,145.86,30.03016324
11394885,female,bike,6426,865.261,41.24,136.734,24.7655457
8467445,male,bike,1269,291.23,9.19,139.614,26.97052913
519009,male,run,3306,761,10.58,145.872,11.85555371
4615477,male,run,4272,438,9.68,113.572,8.313932325
2336853,male,run,5057,1106,17.55,143.688,12.4551595
13165320,male,run,3104,1163,9.76,155.882,11.31805146
7822006,male,run,4812,952,14.77,148.396,11.17896418
7516129,male,run,5229,667.142,15.26,101.54,10.61362697
2218816,male,run,4367,844,15.98,135.87,13.27247503
797841,male,mountain bike,1507,117,8.94,98.046,22.1663865
368603,female,mountain bike,3537,337.266,11.39,110.282,11.77660633
3537163,male,bike,3882,790.055,26.33,129.814,25.60753418
2692363,male,run,5067,810,13.97,144.682,10.00253504
22260,male,bike,10840,3717,78.5,157.802,26.63735038
171814,male,mountain bike,8503,1343.27,44.6,113.116,20.73356408
3289673,male,bike,3112,740,27.39,150.412,32.0814488
7996903,male,run,4510,891,10.21,157.048,8.201784292
7470676,male,run,9221,1754,27.54,137.004,10.72144099
8632256,male,run,2593,554,8.03,145.954,10.9482991
1732973,male,run,4371,437,10.17,124.36,8.217079256
3091798,male,run,5762,1435,21.03,168.64,13.16006979
1891382,male,bike,3798,668,29.12,136.058,27.76977643
56331,male,run,5284,1310,18.11,157.936,12.31221389
7822006,male,run,4339,918,11.49,163.354,9.575284829
6601602,male,run,2776,521,8.05,139.838,10.3692029
6601602,male,run,5716,886,17.11,163.824,10.64135655
3235195,male,run,3965,995,12.65,145.576,11.05633015
5278840,male,bike,1700,153,10.07,115.586,21.37017591
13693003,male,run,3719,834,11.99,154.542,11.58180075
1520156,male,run,4761,848,15.9,150.22,12.01038866
2974312,male,run,2690,662,9.95,152.494,13.51379164
13577416,male,bike,2268,486.736,15.25,143.466,24.2262754
2181290,male,run,1984,491.474,6.25,149.438,11.6950659
3438751,male,bike,4129,542.469,29.45,107.282,25.77917836
7313790,male,run,3662,1054.74,14.41,170.408,14.55305313
6692748,male,bike,2230,495,13.66,144.142,22.63452598
3808,male,run,7360,1681.12,19.64,144.398,9.596904231
3445572,male,bike,4423,566,26.5,130.086,21.46664497
2445737,male,bike,3152,728,21.09,126.2,24.36326017
3714939,male,bike,1606,288,14.92,131.956,32.40798157
8662931,male,run,4043,795,13.9,142.452,12.40324665
1384698,male,bike,6870,1304,47.23,134.592,24.86583078
4774109,male,bike,3839,1026,33.17,163.222,30.89690674
13859471,male,bike,1476,351,10.16,138.618,24.93143283
890789,male,bike,2402,405,15.62,131.448,23.62928066
217473,male,bike,3028,615,27.24,145.206,32.30539931
279317,female,run,4205,671,14.17,148.846,12.56890268
1842744,male,run,3529,726,12.17,135.492,12.54723849
3089500,male,bike,6654,1624.6,61.4,149.136,33.3542364
4007546,male,run,3441,944.367,10.09,154.13,10.63678242
4233611,male,run,9074,1728,24.9,133.586,9.807988022
2612870,female,run,2970,494,6.68,178.874,7.991509052
7516129,male,run,3578,567.308,11.07,117.634,11.18089235
4357738,female,run,3818,514,9.14,154.058,8.791547954
753100,male,run,4900,1264.01,19.44,149.916,14.37621731
5278840,male,bike,3636,274,16.79,118.2,16.63574211
1820027,male,run,3708,831,11.18,151.514,10.83709091
1675394,male,bike,4161,675,31.33,130.332,27.37299113
8280412,male,bike,3665,580,30.52,162.412,31.61623873
2600099,male,bike,3770,736,34.78,126.544,32.47187728
5551642,male,run,10021,2358,27.24,162.848,9.885223982
171814,male,mountain bike,1624,352.132,8.82,138.46,20.69129445
604703,male,bike,2238,370,8.48,105.886,13.90193575
8467445,male,bike,5718,866,47.93,132.506,30.20735347
14083711,male,run,3643,955,10.3,165.242,10.39177828
2333172,male,bike,2184,503.403,20.21,143.32,33.518433
12087190,male,run,7363,2014.78,21.22,162.578,10.3769212
1956196,male,run,6625,1136,22.75,143.008,13.23561115
2282039,male,run,2803,684,10.19,147.038,13.1094332
10779611,male,run,6455,1867,21.1,158.802,11.78284618
13657138,male,run,5465,1269,15.89,137.104,10.48829515
6601602,male,run,4747,648,13.09,140.826,10.23586592
12988738,male,run,4057,948,11.24,153.294,9.963061914
538524,male,bike,2641,350,14.47,130.196,21.03284552
14185532,male,bike,2778,209,17.65,109.59,24.18137242
3689976,male,run,4523,936,11.89,134.504,9.555692521
150436,male,bike,3959,1131.65,38.69,163.662,34.82383464
5180701,male,run,667,135,1.89,132.118,10.20561972
7038373,male,run,4125,1049,14.99,150.894,13.02945943
342794,male,bike,5358,877,44.41,155.03,30.98164576
797841,male,mountain bike,1752,227,9.66,121.088,20.78505879
12615249,male,bike,1884,384,12.67,137.306,24.50845108
2119401,male,bike,4611,1069,29.82,130.278,23.4393311
1483178,male,bike,2283,687,14.93,137.694,23.20470261
519009,male,run,2653,518,8.77,140.792,12.08418958
3089500,male,bike,3025,210,16.27,95.304,19.95082784
5072565,male,bike,3952,727,27.08,132.468,24.73887556
13831483,female,bike,3082,376,16.83,153.636,20.37195962
5607830,male,run,2773,483,7.64,133.186,10.4587807
3672721,male,bike,5259,672,32.16,137.456,22.06207122
3714939,male,bike,7264,2749,62.26,115.888,30.09202037
14176671,male,bike,2037,288.614,12.34,117.606,22.68226835
7743096,male,run,3272,705,8.05,159.222,8.837677664
797841,male,bike,2130,209,11.5,107.742,21.10892323
4752000,male,run,7317,2074.39,20.82,158.092,10.22478758
8000584,female,run,2911,474,8.07,146.114,9.941537596
2333172,male,bike,2385,490.66,20.8,134.792,31.89473022
4146688,male,run,1038,160,2.88,122.97,10.14664876
1063624,male,run,2725,663.178,9.98,149.288,13.28988725
13577416,male,bike,1420,291,8.62,137.356,21.85783739
8621055,male,run,6051,961,15.17,133.072,9.03096025
4007546,male,run,2494,648.292,7.12,148.254,10.30333113
13577416,male,bike,2397,353,10.26,120.778,15.43778317
355088,male,run,4796,1073,7.88,138.512,6.537609002
12202944,male,run,4849,615,10.73,132.58,7.960691212
65547,male,bike,3618,530,29.88,134.722,29.20207071
2358,male,run,4504,1273,16.99,160.878,13.59300245
14018941,male,run,2415,592,6.38,152.272,9.44965889
127432,male,bike,3031,852,26.99,149.844,32.93363373
851531,male,run,6593,698,17.75,109.998,9.707492948
1377236,male,run,2670,470,8.47,142.988,11.45401888
2894897,male,mountain bike,2617,416.938,17.51,116.6,22.91811489
6946869,male,run,3358,690,11.11,139.364,12.25588885
458903,male,run,3232,619,9.14,147.572,10.16114395
653747,male,bike,5049,858.891,42.77,120.76,30.67218087
538524,male,bike,1237,236,9.35,140.82,30.29404386
6692748,male,bike,3674,831,30.7,148.744,31.01921909
604703,male,run,5967,1384,20.19,132.976,12.19165293
6692748,male,bike,2342,406,13.96,135.482,22.16093512
1520156,male,run,9702,1294,29.76,141.038,11.13111085
368603,female,run,5642,731.372,15.81,128.652,10.09582914
2358,male,run,3040,721,9.41,140.72,11.2404466
7038373,male,run,1918,432.066,7.07,142.08,13.24178511
2600099,male,bike,2926,278,17.03,99.93,20.95372139
3021311,male,run,3429,686,10.6,149.698,11.27126872
6883061,male,run,2835,748,9.99,151.844,12.8211431
2692363,male,run,3176,592,9.18,151.066,10.63441452
4146688,male,run,1818,416.621,5.76,143.134,11.39975604
10779611,male,run,3673,887,11.99,137.804,11.92896571
797841,male,bike,2305,296,12.74,122.174,21.40178887
6788906,male,bike,2048,393,16.37,147.376,29.00640769
1063624,male,run,1105,223,3.79,125.202,12.33721346
7516129,male,run,3227,583.078,10.97,127.252,12.29943882
818925,male,bike,5022,904,29.77,127.884,20.95177341
885462,male,run,666,150,2.14,143.778,12.55671226
2868369,male,bike,1913,555,13.6,128.042,26.61392795
2368480,male,run,2734,477,7.75,141.084,10.19272181
7822006,male,run,3642,816,10.79,152.574,10.61592624
8993175,male,run,3339,572,9.01,143.846,9.877823202
3021311,male,bike,5448,803,41.82,123.518,28.04060687
2974312,male,run,12741,3682.13,41.89,163.67,11.85140427
13303518,male,bike,9683,828,83.15,120.478,30.91841678
3537163,male,bike,1317,221.271,9.8,118.824,27.47353578
10099521,female,run,3439,458,8.34,136.83,10.26729622
65547,male,bike,3681,510,30.28,136.208,29.68189193
8632256,male,run,4914,1019,12.97,154.674,9.605730634
8632256,male,run,5781,1126,14.88,148.416,9.163021441
3820045,male,run,2960,469,8.25,134.89,10.09369742
432096,female,bike,2630,288.764,14.48,111.442,20.42951559
5306319,male,run,997,211,3.28,150.094,11.82535431
2726097,male,bike,2698,419,20.15,121.394,27.33809232
1655221,male,bike,2580,312,20.31,122.684,28.35196486
324779,male,run,5092,969,12.32,149.328,8.687409538
342794,male,bike,1631,282,7.68,147.786,17.10133633
9313150,male,bike,2197,316,15.87,129.074,24.70041109
12783742,male,run,1537,280,5.97,159.628,13.96649136
3317373,male,run,2514,283,7.58,163.346,10.91865507
983950,male,run,3717,737,12.93,139.758,12.58848672
1818822,male,run,6203,1190,10.06,153.332,6.155833973
2145516,male,run,14976,3165.09,41.75,136.65,9.995939322
14204020,male,bike,3995,453,29.94,133.836,26.55481841
3918301,male,run,3024,584,11.13,145.392,13.69827352
3558042,male,bike,4102,790,26.84,131.464,23.24801362
7996903,male,run,2837,613,6.71,153.028,8.60807313
11675398,male,bike,2448,643.936,17.64,148.852,26.546625
478585,male,run,7337,1862.31,21.09,158.05,10.3797736
3324472,male,bike,10054,1576,85.8,130.698,30.70481434
6532016,male,run,8668,1557,21.41,166.972,8.907645355
3908642,male,run,3308,803,11.65,126.35,12.87098378
3324472,male,run,2880,721,11.05,146.748,13.80843856
2333172,male,bike,2891,686.35,20.84,145.978,26.31945974
3559941,male,bike,2925,571,22.05,142.848,28.09218757
854633,male,run,6914,1925.85,21.87,160.884,11.91392763
508935,male,bike,4002,1720,36.39,149.168,32.56188818
3517326,male,bike,3692,480,26.18,126.204,25.54109051
13149722,male,bike,2584,409.263,13.32,108.79,19.41865548
9336459,male,run,3895,1060.04,14.98,171.506,13.86159589
3122949,male,run,1823,469,5.04,169.976,9.947386563
2333172,male,bike,2787,691.766,22.1,150.022,28.47611065
983950,male,run,3837,1161,13.55,168.198,13.69801003
1086745,male,run,2104,557,7.16,140.464,12.28886768
651716,male,bike,2274,364,10.96,117.806,17.38261437
11884453,male,run,4102,697.313,10.93,120.704,9.584688877
2831390,male,bike,2547,381.688,15.4,114.666,23.42374294
3575734,male,run,3626,951,9.62,160.446,9.440735016
12080152,male,bike,2278,484,15.28,130.466,25.12966788
1956196,male,run,3410,553,9.22,140.608,9.644612464
3714939,male,bike,1969,350,15.08,134.332,27.57260002
1796601,male,mountain bike,2849,207,16.41,95.728,22.35278496
983950,male,run,4601,950,15.62,144.26,12.51321373
4233611,male,run,7076,1189,20.13,134.33,10.26913885
3559941,male,run,552,122,1.8,135.682,11.79646159
8799177,male,bike,7009,1251,66.54,162.788,34.18087461
14779650,male,run,1949,320,5.25,161.006,9.657938316
171814,male,mountain bike,2428,816.756,9.07,187.15,14.318549
217473,male,bike,4524,722,26.29,134.278,21.53326043
2122136,male,run,3090,747,10.26,136.748,12.22400235
1956196,male,run,3397,809,9,159.054,9.605109837
1468536,male,bike,5555,1004,34.84,148.44,22.61540555
3918301,male,run,1802,479,7.1,167.112,14.32392802
3297710,male,run,2778,749,10.12,154.958,13.20130182
9882712,male,run,3081,445,5.95,136.224,6.916761828
431375,male,run,914,226,3.18,143.032,12.75180213
3232625,male,bike,2821,451,16.38,146.514,22.44835343
171814,male,mountain bike,7803,2030.28,54.42,151.816,27.37211313
3916526,male,bike,4472,614,19.09,126.058,17.15819655
221371,male,run,2663,705,9.96,149.214,13.46388316
4264913,male,run,3080,679.276,10.46,142.312,12.43339822
7743096,male,run,3294,578,6.72,149.058,7.358405639
2237368,male,bike,6756,1162,58.85,127.958,31.82976506
3575734,male,run,3156,725,10.96,156.184,12.62782486
4433918,male,bike,1632,412.219,12.68,153.204,27.98926889
501555,male,bike,2485,671,16.96,153.926,25.18135083
7743096,male,run,1526,392.734,3.88,152.912,9.16308103
2145516,male,run,2737,376,8.03,180.776,10.47337241
1520156,male,run,3779,580,11.96,139.746,11.3686923
13165320,male,run,3222,628,8.11,159.698,9.457940274
